web_name,position,team_name,now_cost,total_points,points_per_game,form,selected_by_percent,value_per_million,score
Tanaka,Midfielder,Leeds,50,0,0.0,0.0,0.5,0.0,0.05
Redmond,Forward,Aston Villa,45,0,0.0,0.0,0.9,0.0,0.045000000000000005
Marshall,Forward,West Ham,45,0,0.0,0.0,0.9,0.0,0.045000000000000005
Nmecha,Forward,Leeds,50,0,0.0,0.0,0.8,0.0,0.04000000000000001
Henderson,Midfielder,Brentford,50,0,0.0,0.0,0.4,0.0,0.04000000000000001
Obafemi,Forward,Burnley,45,0,0.0,0.0,0.8,0.0,0.04000000000000001
Gelhardt,Midfielder,Leeds,45,0,0.0,0.0,0.4,0.0,0.04000000000000001
A.Murphy,Defender,Newcastle,40,0,0.0,0.0,0.8,0.0,0.04000000000000001
Edozie,Midfielder,Wolves,45,0,0.0,0.0,0.4,0.0,0.04000000000000001
Dendoncker,Midfielder,Aston Villa,45,0,0.0,0.0,0.4,0.0,0.04000000000000001
Ba,Midfielder,Sunderland,45,0,0.0,0.0,0.4,0.0,0.04000000000000001
Hickey,Defender,Brentford,40,0,0.0,0.0,0.8,0.0,0.04000000000000001
Andrey Santos,Midfielder,Chelsea,45,0,0.0,0.0,0.4,0.0,0.04000000000000001
Lecomte,Goalkeeper,Fulham,40,0,0.0,0.0,0.8,0.0,0.04000000000000001
Bogle,Defender,Leeds,45,0,0.0,0.0,0.8,0.0,0.04000000000000001
Clarke,Defender,Arsenal,40,0,0.0,0.0,0.7,0.0,0.034999999999999996
Moore,Goalkeeper,Sunderland,40,0,0.0,0.0,0.7,0.0,0.034999999999999996
Fábio Silva,Forward,Wolves,50,0,0.0,0.0,0.7,0.0,0.034999999999999996
Kostoulas,Forward,Brighton,50,0,0.0,0.0,0.7,0.0,0.034999999999999996
Diouf,Defender,West Ham,45,0,0.0,0.0,0.7,0.0,0.034999999999999996
Dennis,Goalkeeper,Bournemouth,40,0,0.0,0.0,0.7,0.0,0.034999999999999996
Chirewa,Midfielder,Wolves,45,0,0.0,0.0,0.3,0.0,0.03
Matete,Midfielder,Sunderland,45,0,0.0,0.0,0.3,0.0,0.03
Anderson,Defender,Sunderland,40,0,0.0,0.0,0.6,0.0,0.03
Patterson,Goalkeeper,Sunderland,45,0,0.0,0.0,0.6,0.0,0.03
Hein,Goalkeeper,Arsenal,40,0,0.0,0.0,0.6,0.0,0.03
Faivre,Midfielder,Bournemouth,45,0,0.0,0.0,0.3,0.0,0.03
Kabia,Midfielder,Arsenal,45,0,0.0,0.0,0.3,0.0,0.03
H.Traorè,Midfielder,Bournemouth,45,0,0.0,0.0,0.3,0.0,0.03
Morgan,Forward,Brentford,45,0,0.0,0.0,0.6,0.0,0.03
Mamardashvili,Goalkeeper,Liverpool,45,0,0.0,0.0,0.6,0.0,0.03
Broggio,Midfielder,Aston Villa,45,0,0.0,0.0,0.3,0.0,0.03
Gittens,Midfielder,Chelsea,65,0,0.0,0.0,0.3,0.0,0.03
Hladký,Goalkeeper,Burnley,40,0,0.0,0.0,0.5,0.0,0.025
Mayenda,Forward,Sunderland,55,0,0.0,0.0,0.5,0.0,0.025
Benitez,Goalkeeper,Crystal Palace,40,0,0.0,0.0,0.5,0.0,0.025
Walker-Peters,Defender,West Ham,45,0,0.0,0.0,0.5,0.0,0.025
Hegyi,Goalkeeper,West Ham,40,0,0.0,0.0,0.5,0.0,0.025
Delcroix,Defender,Burnley,40,0,0.0,0.0,0.5,0.0,0.025
Green,Goalkeeper,Burnley,40,0,0.0,0.0,0.5,0.0,0.025
Seelt,Defender,Sunderland,40,0,0.0,0.0,0.4,0.0,0.020000000000000004
Sambi,Midfielder,Arsenal,45,0,0.0,0.0,0.2,0.0,0.020000000000000004
Talbi,Midfielder,Sunderland,50,0,0.0,0.0,0.2,0.0,0.020000000000000004
Ndoye,Midfielder,Nott'm Forest,60,0,0.0,0.0,0.2,0.0,0.020000000000000004
Arthur,Defender,Brentford,40,0,0.0,0.0,0.4,0.0,0.020000000000000004
Earthy,Midfielder,West Ham,45,0,0.0,0.0,0.2,0.0,0.020000000000000004
Adu-Adjei,Forward,Bournemouth,45,0,0.0,0.0,0.4,0.0,0.020000000000000004
Isidor,Forward,Sunderland,55,0,0.0,0.0,0.4,0.0,0.020000000000000004
Min-hyeok,Midfielder,Spurs,45,0,0.0,0.0,0.2,0.0,0.020000000000000004
Olusesi,Midfielder,Spurs,45,0,0.0,0.0,0.2,0.0,0.020000000000000004
Hannibal,Midfielder,Burnley,50,0,0.0,0.0,0.2,0.0,0.020000000000000004
Byram,Defender,Leeds,40,0,0.0,0.0,0.4,0.0,0.020000000000000004
Struijk,Defender,Leeds,45,0,0.0,0.0,0.4,0.0,0.020000000000000004
Amdouni,Forward,Burnley,50,0,0.0,0.0,0.4,0.0,0.020000000000000004
Humphreys,Defender,Burnley,40,0,0.0,0.0,0.4,0.0,0.020000000000000004
Foster,Forward,Burnley,50,0,0.0,0.0,0.4,0.0,0.020000000000000004
Takai,Defender,Spurs,40,0,0.0,0.0,0.4,0.0,0.020000000000000004
Ampadu,Midfielder,Leeds,50,0,0.0,0.0,0.2,0.0,0.020000000000000004
Hartman,Defender,Burnley,40,0,0.0,0.0,0.4,0.0,0.020000000000000004
Akinmboni,Defender,Bournemouth,40,0,0.0,0.0,0.4,0.0,0.020000000000000004
Heaton,Goalkeeper,Man Utd,40,0,0.0,0.0,0.4,0.0,0.020000000000000004
Rusyn,Forward,Sunderland,45,0,0.0,0.0,0.4,0.0,0.020000000000000004
Edwards,Midfielder,Burnley,50,0,0.0,0.0,0.2,0.0,0.020000000000000004
Dixon,Defender,Everton,40,0,0.0,0.0,0.3,0.0,0.0195
Jordan,Defender,Burnley,40,0,0.0,0.0,0.3,0.0,0.015
Lucas Pires,Defender,Burnley,40,0,0.0,0.0,0.3,0.0,0.015
Ekdal,Defender,Burnley,40,0,0.0,0.0,0.3,0.0,0.015
Dodgson,Defender,Burnley,40,0,0.0,0.0,0.3,0.0,0.015
Ballard,Defender,Sunderland,45,0,0.0,0.0,0.3,0.0,0.015
Nna Noukeu,Goalkeeper,Sunderland,40,0,0.0,0.0,0.3,0.0,0.015
Luís Hemir,Forward,Sunderland,45,0,0.0,0.0,0.3,0.0,0.015
Kacurri,Defender,Arsenal,40,0,0.0,0.0,0.3,0.0,0.015
Hume,Defender,Sunderland,45,0,0.0,0.0,0.3,0.0,0.015
Huggins,Defender,Sunderland,40,0,0.0,0.0,0.3,0.0,0.015
Johnson,Defender,Sunderland,40,0,0.0,0.0,0.3,0.0,0.015
Pembele,Defender,Sunderland,40,0,0.0,0.0,0.3,0.0,0.015
Yasin,Defender,Aston Villa,40,0,0.0,0.0,0.3,0.0,0.015
Bevan,Defender,Bournemouth,40,0,0.0,0.0,0.3,0.0,0.015
M.Bizot,Goalkeeper,Aston Villa,45,0,0.0,0.0,0.3,0.0,0.015
Mepham,Defender,Bournemouth,40,0,0.0,0.0,0.3,0.0,0.015
Sousa,Defender,Aston Villa,40,0,0.0,0.0,0.3,0.0,0.015
Balcombe,Goalkeeper,Brentford,40,0,0.0,0.0,0.3,0.0,0.015
R.Williams,Defender,Liverpool,40,0,0.0,0.0,0.3,0.0,0.015
C.Miguel,Goalkeeper,Nott'm Forest,40,0,0.0,0.0,0.3,0.0,0.015
Holding,Defender,Crystal Palace,40,0,0.0,0.0,0.3,0.0,0.015
Marsh,Forward,Crystal Palace,45,0,0.0,0.0,0.3,0.0,0.015
Sherif,Forward,Everton,45,0,0.0,0.0,0.3,0.0,0.015
Amissah,Defender,Fulham,40,0,0.0,0.0,0.3,0.0,0.015
Bornauw,Defender,Leeds,40,0,0.0,0.0,0.3,0.0,0.015
Schmidt,Defender,Leeds,40,0,0.0,0.0,0.3,0.0,0.015
Bettinelli,Goalkeeper,Man City,40,0,0.0,0.0,0.3,0.0,0.015
McGill,Goalkeeper,Brighton,40,0,0.0,0.0,0.3,0.0,0.015
Neave,Forward,Newcastle,45,0,0.0,0.0,0.3,0.0,0.015
Cairns,Goalkeeper,Leeds,40,0,0.0,0.0,0.3,0.0,0.015
Abbott,Defender,Nott'm Forest,40,0,0.0,0.0,0.3,0.0,0.015
Perri,Goalkeeper,Leeds,45,0,0.0,0.0,0.3,0.0,0.015
Bajcetic,Midfielder,Liverpool,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Welch,Defender,Everton,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
Sambo,Defender,Burnley,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
Sonne,Defender,Burnley,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
Worrall,Defender,Burnley,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
Anthony,Midfielder,Burnley,55,0,0.0,0.0,0.1,0.0,0.010000000000000002
J.Rak-Sakyi,Midfielder,Crystal Palace,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Ebiowei,Midfielder,Crystal Palace,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Bruun Larsen,Midfielder,Burnley,55,0,0.0,0.0,0.1,0.0,0.010000000000000002
Ahamada,Midfielder,Crystal Palace,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Boateng,Midfielder,Burnley,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Churlinov,Midfielder,Burnley,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Ramsay,Defender,Liverpool,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
Cullen,Midfielder,Burnley,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Paez,Midfielder,Chelsea,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Bryan,Midfielder,Spurs,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Cox,Goalkeeper,Brentford,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
Koleosho,Midfielder,Burnley,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Laurent,Midfielder,Burnley,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Tchaouna,Midfielder,Burnley,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Adewumi,Midfielder,Burnley,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Tyrer,Goalkeeper,Everton,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
Bates,Midfielder,Everton,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Fer López,Midfielder,Wolves,55,0,0.0,0.0,0.1,0.0,0.010000000000000002
Mee,Goalkeeper,Man Utd,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
Nichols,Defender,Arsenal,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
Fábio Vieira,Midfielder,Arsenal,55,0,0.0,0.0,0.1,0.0,0.010000000000000002
Nyoni,Midfielder,Liverpool,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Gyabi,Midfielder,Leeds,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Doak,Midfielder,Liverpool,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Crew,Midfielder,Leeds,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Setford,Goalkeeper,Arsenal,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
Ramazani,Midfielder,Leeds,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Gruev,Midfielder,Leeds,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Dobbin,Midfielder,Aston Villa,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Greenwood,Midfielder,Leeds,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Aaronson,Midfielder,Leeds,55,0,0.0,0.0,0.1,0.0,0.010000000000000002
Jimoh-Aloba,Midfielder,Aston Villa,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Mateo Joseph,Forward,Leeds,50,0,0.0,0.0,0.2,0.0,0.010000000000000002
Stach,Midfielder,Leeds,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Flemming,Forward,Burnley,55,0,0.0,0.0,0.2,0.0,0.010000000000000002
Weiss,Goalkeeper,Burnley,45,0,0.0,0.0,0.2,0.0,0.010000000000000002
Kalajdžić,Forward,Wolves,50,0,0.0,0.0,0.2,0.0,0.010000000000000002
Nypan,Midfielder,Man City,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Trésor,Midfielder,Burnley,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Solomon,Midfielder,Spurs,55,0,0.0,0.0,0.1,0.0,0.010000000000000002
D.Essugo,Midfielder,Chelsea,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Roberts,Midfielder,Sunderland,55,0,0.0,0.0,0.1,0.0,0.010000000000000002
Ekwah,Midfielder,Sunderland,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Ashby,Defender,Newcastle,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
Pivas,Defender,Newcastle,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
Sadiki,Midfielder,Sunderland,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Rigg,Midfielder,Sunderland,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Poveda,Midfielder,Sunderland,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Neil,Midfielder,Sunderland,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Mundle,Midfielder,Sunderland,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Tasker,Defender,Brighton,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
Aleksić,Midfielder,Sunderland,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Diarra,Midfielder,Sunderland,55,0,0.0,0.0,0.1,0.0,0.010000000000000002
Triantis,Midfielder,Sunderland,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Slater,Defender,Brighton,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
Boscagli,Defender,Brighton,45,0,0.0,0.0,0.2,0.0,0.010000000000000002
Antoñito C.,Midfielder,Newcastle,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Hayden,Midfielder,Newcastle,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Kuol,Midfielder,Newcastle,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Donovan,Midfielder,Brentford,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Milambo,Midfielder,Brentford,55,0,0.0,0.0,0.1,0.0,0.010000000000000002
Fredrick,Defender,Brentford,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
Sadi,Midfielder,Bournemouth,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Stamenic,Midfielder,Nott'm Forest,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
H.Jones,Midfielder,Sunderland,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Browne,Midfielder,Sunderland,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Paulsen,Goalkeeper,Bournemouth,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
Knight,Midfielder,Brighton,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
J.Fletcher,Midfielder,Man Utd,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Kone,Midfielder,Man Utd,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Anselmino,Defender,Chelsea,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
McKenna,Goalkeeper,Bournemouth,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
Wheatley,Forward,Man Utd,45,0,0.0,0.0,0.2,0.0,0.010000000000000002
Moran,Midfielder,Brighton,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Mazilu,Midfielder,Brighton,45,0,0.0,0.0,0.1,0.0,0.010000000000000002
Nallo,Defender,Liverpool,40,0,0.0,0.0,0.2,0.0,0.010000000000000002
Watson,Midfielder,Brighton,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Yalcouye,Midfielder,Brighton,50,0,0.0,0.0,0.1,0.0,0.010000000000000002
Mosquera,Defender,Arsenal,55,0,0.0,0.0,0.1,0.0,0.005000000000000001
H.Bueno,Defender,Wolves,45,0,0.0,0.0,0.1,0.0,0.005000000000000001
M.Sarr,Defender,Chelsea,45,0,0.0,0.0,0.1,0.0,0.005000000000000001
Slonina,Goalkeeper,Chelsea,40,0,0.0,0.0,0.1,0.0,0.005000000000000001
D.Leon,Defender,Man Utd,45,0,0.0,0.0,0.1,0.0,0.005000000000000001
David Carmo,Defender,Nott'm Forest,45,0,0.0,0.0,0.1,0.0,0.005000000000000001
Jair Cunha,Defender,Nott'm Forest,45,0,0.0,0.0,0.1,0.0,0.005000000000000001
Matthews,Goalkeeper,Crystal Palace,40,0,0.0,0.0,0.1,0.0,0.005000000000000001
N.Aguerd,Defender,West Ham,45,0,0.0,0.0,0.1,0.0,0.005000000000000001
Coppola,Defender,Brighton,45,0,0.0,0.0,0.1,0.0,0.005000000000000001
Sosa,Defender,Crystal Palace,50,0,0.0,0.0,0.1,0.0,0.005000000000000001
Lascelles,Defender,Newcastle,45,0,0.0,0.0,0.1,0.0,0.005000000000000001
Pécsi,Goalkeeper,Liverpool,40,0,0.0,0.0,0.1,0.0,0.005000000000000001
Tzimas,Forward,Brighton,55,0,0.0,0.0,0.1,0.0,0.005000000000000001
Gillespie,Goalkeeper,Newcastle,40,0,0.0,0.0,0.1,0.0,0.005000000000000001
Odysseas,Goalkeeper,Newcastle,40,0,0.0,0.0,0.1,0.0,0.005000000000000001
Woodman,Goalkeeper,Liverpool,40,0,0.0,0.0,0.1,0.0,0.005000000000000001
Roefs,Goalkeeper,Sunderland,45,0,0.0,0.0,0.1,0.0,0.005000000000000001
O.Richards,Defender,Nott'm Forest,45,0,0.0,0.0,0.1,0.0,0.005000000000000001
Eyestone,Goalkeeper,Brentford,40,0,0.0,0.0,0.1,0.0,0.005000000000000001
Aznou,Defender,Everton,45,0,0.0,0.0,0.1,0.0,0.005000000000000001
Roberts,Defender,Burnley,45,0,0.0,0.0,0.1,0.0,0.005000000000000001
Moorhouse,Midfielder,Man Utd,45,0,0.0,0.0,0.0,0.0,0.0
Fitzgerald,Midfielder,Man Utd,45,0,0.0,0.0,0.0,0.0,0.0
Banel,Midfielder,Burnley,45,0,0.0,0.0,0.0,0.0,0.0
McConnell,Midfielder,Liverpool,45,0,0.0,0.0,0.0,0.0,0.0
Morton,Midfielder,Liverpool,45,0,0.0,0.0,0.0,0.0,0.0
Peart-Harris,Midfielder,Brentford,45,0,0.0,0.0,0.0,0.0,0.0
Heath,Midfielder,Everton,45,0,0.0,0.0,0.0,0.0,0.0
Sima,Midfielder,Brighton,55,0,0.0,0.0,0.0,0.0,0.0
Iling Jr,Midfielder,Aston Villa,55,0,0.0,0.0,0.0,0.0,0.0
Benson,Midfielder,Burnley,55,0,0.0,0.0,0.0,0.0,0.0
Ebere,Midfielder,Everton,45,0,0.0,0.0,0.0,0.0,0.0
Rodney,Midfielder,Crystal Palace,45,0,0.0,0.0,0.0,0.0,0.0
Umeh,Midfielder,Crystal Palace,45,0,0.0,0.0,0.0,0.0,0.0
